assembly_name	original_file_name	taxid	organism_name	strain	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_000266025.1_IBSBF2673_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266025.1_IBSBF2673_genomic.gbff	1185682	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2673	IBSBF 2673	71	71	95.95	0.00
GCF_000266045.1_IBSBF278_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266045.1_IBSBF278_genomic.gbff	1185683	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_278	IBSBF 278	74	74	100.00	0.00
GCF_000266085.1_IBSBF2816_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266085.1_IBSBF2816_genomic.gbff	1185685	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2816	IBSBF 2816	74	74	100.00	0.00
GCF_000266105.2_ASM26610v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266105.2_ASM26610v2_genomic.gbff	1185686	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2818	IBSBF 2818	74	74	100.00	0.00
GCF_000266065.1_IBSBF280_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266065.1_IBSBF280_genomic.gbff	1185684	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_280	IBSBF 280	68	68	91.89	0.00
GCF_000266125.1_IBSBF2819_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266125.1_IBSBF2819_genomic.gbff	1185687	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2819	IBSBF 2819	72	72	97.30	0.00
GCF_000266145.1_IBSBF2820_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266145.1_IBSBF2820_genomic.gbff	1185688	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2820	IBSBF 2820	74	74	100.00	0.00
GCF_000266165.1_IBSBF2821_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266165.1_IBSBF2821_genomic.gbff	1185689	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2821	IBSBF 2821	74	74	100.00	0.00
GCF_000266185.1_IBSBF2822_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266185.1_IBSBF2822_genomic.gbff	1185690	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2822	IBSBF 2822	71	71	95.95	0.00
GCF_000266225.1_IBSBF289_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266225.1_IBSBF289_genomic.gbff	1185692	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_289	IBSBF 289	74	74	100.00	0.00
GCF_000266245.1_IBSBF725_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266245.1_IBSBF725_genomic.gbff	1185698	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_725	IBSBF 725	74	74	100.00	0.00
GCF_000266205.1_IBSBF285_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266205.1_IBSBF285_genomic.gbff	1185691	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_285	IBSBF 285	74	74	100.00	0.00
GCF_000266285.1_NCPPB1159_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266285.1_NCPPB1159_genomic.gbff	1185700	Xanthomonas_axonopodis_pv_manihotis_str_NCPPB_1159	NCPPB 1159	74	74	100.00	0.00
GCF_000266265.1_IBSBF726_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266265.1_IBSBF726_genomic.gbff	1185699	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_726	IBSBF 726	74	74	100.00	0.00
GCF_000266305.1_ORST4_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266305.1_ORST4_genomic.gbff	1185703	Xanthomonas_axonopodis_pv_manihotis_str_ORST4	ORST4	68	68	91.89	0.00
GCF_000266325.1_ORSTX27_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266325.1_ORSTX27_genomic.gbff	1185704	Xanthomonas_axonopodis_pv_manihotis_str_ORST_X27	ORST X27	74	74	100.00	0.00
GCF_000266345.1_ThaiXam_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266345.1_ThaiXam_genomic.gbff	1185705	Xanthomonas_axonopodis_pv_manihotis_str_ThaiXam	ThaiXam	73	73	98.65	0.00
GCF_000266365.1_UA536_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266365.1_UA536_genomic.gbff	1185666	Xanthomonas_axonopodis_pv_manihotis_str_UA536	UA536	74	74	100.00	0.00
GCF_000266385.1_UA556_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266385.1_UA556_genomic.gbff	1185667	Xanthomonas_axonopodis_pv_manihotis_str_UA556	UA556	74	74	100.00	0.00
GCF_000266405.1_UA560_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266405.1_UA560_genomic.gbff	1185668	Xanthomonas_axonopodis_pv_manihotis_str_UA560	UA560	74	74	100.00	0.00
GCF_000266425.1_UA686_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266425.1_UA686_genomic.gbff	1185669	Xanthomonas_axonopodis_pv_manihotis_str_UA686	UA686	74	74	100.00	0.00
GCF_000266445.1_UG21_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266445.1_UG21_genomic.gbff	1185706	Xanthomonas_axonopodis_pv_manihotis_str_UG21	UG21	74	74	100.00	0.00
GCF_000266485.1_UG24_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266485.1_UG24_genomic.gbff	1185708	Xanthomonas_axonopodis_pv_manihotis_str_UG24	UG24	74	74	100.00	0.00
GCF_000266505.1_UG27_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266505.1_UG27_genomic.gbff	1185709	Xanthomonas_axonopodis_pv_manihotis_str_UG27	UG27	74	74	100.00	0.00
GCF_000266465.1_UG23_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266465.1_UG23_genomic.gbff	1185707	Xanthomonas_axonopodis_pv_manihotis_str_UG23	UG23	74	74	100.00	0.00
GCF_000266525.1_UG28_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266525.1_UG28_genomic.gbff	1185710	Xanthomonas_axonopodis_pv_manihotis_str_UG28	UG28	65	65	87.84	0.00
GCF_000266545.1_UG39_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266545.1_UG39_genomic.gbff	1185711	Xanthomonas_axonopodis_pv_manihotis_str_UG39	UG39	74	74	100.00	0.00
GCF_000266565.1_UG43_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266565.1_UG43_genomic.gbff	1185712	Xanthomonas_axonopodis_pv_manihotis_str_UG43	UG43	74	74	100.00	0.00
GCF_000266585.1_UG44_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266585.1_UG44_genomic.gbff	1185713	Xanthomonas_axonopodis_pv_manihotis_str_UG44	UG44	74	74	100.00	0.00
GCF_000266625.1_UG51_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266625.1_UG51_genomic.gbff	1185715	Xanthomonas_axonopodis_pv_manihotis_str_UG51	UG51	74	74	100.00	0.00
GCF_000266605.1_UG45_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266605.1_UG45_genomic.gbff	1185714	Xanthomonas_axonopodis_pv_manihotis_str_UG45	UG45	73	73	98.65	0.00
GCF_000266685.1_Xam669_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266685.1_Xam669_genomic.gbff	1185655	Xanthomonas_axonopodis_pv_manihotis_str_Xam669	Xam669	73	73	98.65	0.00
GCF_000266665.1_Xam668_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266665.1_Xam668_genomic.gbff	1185327	Xanthomonas_axonopodis_pv_manihotis_str_Xam668	Xam668	73	73	98.65	0.00
GCF_000266645.1_Xam1134_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266645.1_Xam1134_genomic.gbff	1185658	Xanthomonas_axonopodis_pv_manihotis_str_Xam1134	Xam1134	74	74	100.00	0.00
GCF_000266725.1_Xam678_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266725.1_Xam678_genomic.gbff	1185657	Xanthomonas_axonopodis_pv_manihotis_str_Xam678	Xam678	72	72	97.30	0.00
GCF_000266705.1_Xam672_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266705.1_Xam672_genomic.gbff	1185656	Xanthomonas_axonopodis_pv_manihotis_str_Xam672	Xam672	74	74	100.00	0.00
GCF_000266745.1_IBSBF2667_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266745.1_IBSBF2667_genomic.gbff	1185679	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2667	IBSBF 2667	74	74	100.00	0.00
GCF_000266765.1_IBSBF2670_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266765.1_IBSBF2670_genomic.gbff	1185680	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_2670	IBSBF 2670	74	74	100.00	0.00
GCF_000266805.1_UA323_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266805.1_UA323_genomic.gbff	1185664	Xanthomonas_axonopodis_pv_manihotis_str_UA323	UA323	74	74	100.00	0.00
GCF_000266785.1_IBSBF614_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266785.1_IBSBF614_genomic.gbff	1185697	Xanthomonas_axonopodis_pv_manihotis_str_IBSBF_614	IBSBF 614	70	70	94.59	0.00
GCF_000266825.1_UA306_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266825.1_UA306_genomic.gbff	1185663	Xanthomonas_axonopodis_pv_manihotis_str_UA306	UA306	74	74	100.00	0.00
GCF_000266845.1_UA324_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000266845.1_UA324_genomic.gbff	1185665	Xanthomonas_axonopodis_pv_manihotis_str_UA324	UA324	74	74	100.00	0.00
GCF_000277895.2_ASM27789v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000277895.2_ASM27789v2_genomic.gbff	1094184	Xanthomonas_campestris_pv_musacearum_NCPPB_4379	NCPPB 4379	73	73	98.65	0.00
GCF_000277875.1_Xcm2005v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000277875.1_Xcm2005v1_genomic.gbff	1094183	Xanthomonas_campestris_pv_musacearum_NCPPB_2005	NCPPB 2005	74	74	100.00	0.00
GCF_000277955.1_Xcm4392v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000277955.1_Xcm4392v1_genomic.gbff	1184263	Xanthomonas_campestris_pv_musacearum_NCPPB_4392	NCPPB 4392	74	74	100.00	0.00
GCF_000277975.1_Xcm4394v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000277975.1_Xcm4394v1_genomic.gbff	1094187	Xanthomonas_campestris_pv_musacearum_NCPPB_4394	NCPPB 4394	74	74	100.00	0.00
GCF_000276565.1_ASM27656v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000276565.1_ASM27656v1_genomic.gbff	1030145	Pseudomonas_tolaasii_PMS117	PMS117	74	72	100.00	2.70
GCF_000277995.1_Xvv1326v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000277995.1_Xvv1326v1_genomic.gbff	1094174	Xanthomonas_vasicola_pv_vasculorum_NCPPB_1326	NCPPB 1326	74	74	100.00	0.00
GCF_000278035.1_Xvv206v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000278035.1_Xvv206v1_genomic.gbff	1094181	Xanthomonas_vasicola_pv_vasculorum_NCPPB_206	NCPPB 206	74	74	100.00	0.00
GCF_000278015.1_Xvv1381v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000278015.1_Xvv1381v1_genomic.gbff	1094180	Xanthomonas_vasicola_pv_vasculorum_NCPPB_1381	NCPPB 1381	74	74	100.00	0.00
GCF_000278055.2_Xvv890v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000278055.2_Xvv890v2_genomic.gbff	1184265	Xanthomonas_vasicola_pv_vasculorum_NCPPB_890	NCPPB 890	74	74	100.00	0.00
GCF_000283475.1_ASM28347v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000283475.1_ASM28347v1_genomic.gbff	859657	Ralstonia_solanacearum_PSI07	PSI07	74	71	100.00	5.41
GCF_000285775.1_ASM28577v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000285775.1_ASM28577v1_genomic.gbff	1085630	Xanthomonas_citri_pv_punicae_str_LMG_859	LMG 859	72	72	97.30	0.00
GCF_000280785.1_ASM28078v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000280785.1_ASM28078v1_genomic.gbff	690598	Pseudomonas_agarici_NCPPB_2289	NCPPB 2289	72	72	97.30	0.00
GCF_000291725.1_PecWas1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000291725.1_PecWas1.0_genomic.gbff	1175631	Pectobacterium_wasabiae_CFBP_3304	CFBP 3304	74	74	100.00	0.00
GCF_000294535.1_ASM29453v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000294535.1_ASM29453v1_genomic.gbff	1218933	Pectobacterium_carotovorum_subsp_carotovorum_PCC21	PCC21	72	72	97.30	0.00
GCF_000278075.1_Xvv895v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000278075.1_Xvv895v1_genomic.gbff	1184266	Xanthomonas_vasicola_pv_vasculorum_NCPPB_895	NCPPB 895	70	70	94.59	0.00
GCF_000300855.1_ASM30085v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000300855.1_ASM30085v1_genomic.gbff	1156935	Agrobacterium_albertimagni_AOL15	AOL15	74	74	100.00	0.00
GCF_000306055.1_ASM30605v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000306055.1_ASM30605v1_genomic.gbff	1169848	Xanthomonas_arboricola_pv_juglandis_str_NCPPB_1447	NCPPB 1447	71	71	95.95	0.00
GCF_000309905.1_ASM30990v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000309905.1_ASM30990v1_genomic.gbff	1118965	Xanthomonas_citri_pv_malvacearum_str_GSPB1386	GSPB1386	74	74	100.00	0.00
GCF_000307715.1_PseVir1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000307715.1_PseVir1.0_genomic.gbff	450396	Pseudomonas_viridiflava_UASWS0038	UASWS0038	74	73	100.00	1.35
GCF_000309925.1_ASM30992v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000309925.1_ASM30992v1_genomic.gbff	1127439	Xanthomonas_citri_pv_malvacearum_str_GSPB2388	GSPB22388	74	74	100.00	0.00
GCF_000316215.1_Pseudomonas_tollassii_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000316215.1_Pseudomonas_tollassii_genomic.gbff	1161101	Pseudomonas_tolaasii_6264	6264	73	73	98.65	0.00
GCF_000331875.1_FJAT-91_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000331875.1_FJAT-91_genomic.gbff	1130829	Ralstonia_solanacearum_FJAT-91	FJAT-91	70	69	94.59	1.35
GCF_000331895.1_FJAT-1458_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000331895.1_FJAT-1458_genomic.gbff	1130828	Ralstonia_solanacearum_FJAT-1458	FJAT-1458	70	69	94.59	1.35
GCF_000317595.1_Sipom9103v1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000317595.1_Sipom9103v1.0_genomic.gbff	698759	Streptomyces_ipomoeae_91-03	91-03	74	69	100.00	8.11
GCF_000333315.1_ASM33331v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000333315.1_ASM33331v1_genomic.gbff	95611	Curtobacterium_sp_B8	B8	64	64	86.49	0.00
GCF_000331005.1_Sturgcar8v1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000331005.1_Sturgcar8v1.0_genomic.gbff	698760	Streptomyces_turgidiscabies_Car8	Car8	73	68	98.65	9.46
GCF_000333375.1_ASM33337v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000333375.1_ASM33337v1_genomic.gbff	95614	Curtobacterium_sp_B18	B18	62	61	83.78	1.35
GCF_000336255.1_v1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000336255.1_v1.0_genomic.gbff	1274722	Erwinia_toletana_DAPP-PG_735	DAPP-PG 735	74	74	100.00	0.00
GCF_000341815.1_Whole_genome_assembly_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000341815.1_Whole_genome_assembly_genomic.gbff	1278077	Rhodococcus_qingshengii_BKS_20-40	BKS 20-40	74	70	100.00	5.41
GCF_000344335.2_ASM34433v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344335.2_ASM34433v2_genomic.gbff	1104678	Pseudomonas_syringae_pv_actinidiae_ICMP_9853	ICMP 9853	74	72	100.00	2.70
GCF_000340335.1_ASM34033v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000340335.1_ASM34033v2_genomic.gbff	1054862	Streptomyces_bottropensis_ATCC_25435	ATCC 25435	74	71	100.00	6.76
GCF_000344355.2_ASM34435v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344355.2_ASM34435v2_genomic.gbff	1104679	Pseudomonas_syringae_pv_actinidiae_ICMP_18708	ICMP 18708	74	73	100.00	1.35
GCF_000344395.1_ICMP18804v1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344395.1_ICMP18804v1.0_genomic.gbff	1104682	Pseudomonas_syringae_pv_actinidiae_ICMP_18804	ICMP 18804	74	73	100.00	1.35
GCF_000344435.1_TP1_PSA1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344435.1_TP1_PSA1.0_genomic.gbff	1104684	Pseudomonas_syringae_pv_actinidiae_TP1	TP1	74	73	100.00	1.35
GCF_000344455.1_TP6-1_PSA1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344455.1_TP6-1_PSA1.0_genomic.gbff	1104685	Pseudomonas_syringae_pv_actinidiae_TP6-1	TP6-1	74	73	100.00	1.35
GCF_000344475.3_ASM34447v3_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344475.3_ASM34447v3_genomic.gbff	1108972	Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228	Shaanxi_M228	74	73	100.00	1.35
GCF_000344495.1_M7PSA1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344495.1_M7PSA1.0_genomic.gbff	1108973	Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M7	Shaanxi_M7	71	71	95.95	0.00
GCF_000344515.2_ICMP19455PSA1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344515.2_ICMP19455PSA1.0_genomic.gbff	1248724	Pseudomonas_syringae_pv_actinidiae_ICMP_19455	ICMP 19455	74	73	100.00	1.35
GCF_000344535.1_ICMP18807v1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344535.1_ICMP18807v1.0_genomic.gbff	1194404	Pseudomonas_syringae_pv_actinidiae_ICMP_18807	ICMP 18807	74	73	100.00	1.35
GCF_000349565.1_Curtobacterium_flaccumfaciens_UCD-AKU_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000349565.1_Curtobacterium_flaccumfaciens_UCD-AKU_genomic.gbff	1292022	Curtobacterium_flaccumfaciens_UCD-AKU	UCD-AKU	74	74	100.00	0.00
GCF_000348585.1_ASM34858v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000348585.1_ASM34858v1_genomic.gbff	1304892	Xanthomonas_axonopodis_Xac29-1	Xac29-1	74	74	100.00	0.00
GCF_000344555.1_ICMP19439PSA1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000344555.1_ICMP19439PSA1.0_genomic.gbff	1250998	Pseudomonas_syringae_pv_actinidiae_ICMP_19439	ICMP 19439	74	73	100.00	1.35
GCF_000348545.1_ASM34854v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000348545.1_ASM34854v1_genomic.gbff	1262456	Ralstonia_solanacearum_FQY_4	FQY_4	73	72	98.65	1.35
GCF_000355695.1_ASM35569v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000355695.1_ASM35569v1_genomic.gbff	1097677	Clavibacter_nebraskensis_NCPPB_2581	type strain: NCPPB 2581	73	73	98.65	0.00
GCF_000355635.2_XanArbCorV02_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000355635.2_XanArbCorV02_genomic.gbff	1306948	Xanthomonas_arboricola_pv_corylina_str_NCCB_100457	NCCB 100457	73	73	98.65	0.00
GCF_000364645.1_SHU308_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000364645.1_SHU308_genomic.gbff	1591201	Xanthomonas_sp_SHU_308	SHU 308	69	69	93.24	0.00
GCF_000364665.1_SHU199_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000364665.1_SHU199_genomic.gbff	1591174	Xanthomonas_sp_SHU_199	SHU 199	71	71	95.95	0.00
GCF_000364685.1_SHU166_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000364685.1_SHU166_genomic.gbff	1591170	Xanthomonas_sp_SHU_166	SHU 166	67	67	90.54	0.00
GCF_000365285.1_DSOMK10_1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000365285.1_DSOMK10_1.0_genomic.gbff	1224151	Dickeya_solani_MK10	MK10	74	74	100.00	0.00
GCF_000365305.1_DDI453_v1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000365305.1_DDI453_v1.0_genomic.gbff	1223568	Dickeya_dianthicola_NCPPB_453	NCPPB 453	74	74	100.00	0.00
GCF_000365345.1_DSOMK16_1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000365345.1_DSOMK16_1.0_genomic.gbff	1224152	Dickeya_solani_MK16	MK16	74	74	100.00	0.00
GCF_000367545.1_ASM36754v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000367545.1_ASM36754v2_genomic.gbff	1255303	Erwinia_amylovora_Ea356	Ea 356	74	74	100.00	0.00
GCF_000365365.1_DDIGBBC2039_1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000365365.1_DDIGBBC2039_1.0_genomic.gbff	1226343	Dickeya_dianthicola_GBBC_2039	GBBC 2039	74	74	100.00	0.00
GCF_000365405.2_DDI3534_1.0_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000365405.2_DDI3534_1.0_genomic.gbff	1223570	Dickeya_dianthicola_NCPPB_3534	NCPPB 3534	74	74	100.00	0.00
GCF_000367565.1_ASM36756v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000367565.1_ASM36756v2_genomic.gbff	1255304	Erwinia_amylovora_Ea266	Ea266	74	74	100.00	0.00
GCF_000367585.1_ASM36758v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000367585.1_ASM36758v2_genomic.gbff	1255305	Erwinia_amylovora_CFBP_2585	CFBP 2585	74	74	100.00	0.00
GCF_000367625.1_ASM36762v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000367625.1_ASM36762v2_genomic.gbff	1219359	Erwinia_amylovora_NBRC_12687_=_CFBP_1232	type strain: CFBP 1232	74	74	100.00	0.00
GCF_000367645.1_ASM36764v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000367645.1_ASM36764v1_genomic.gbff	1255308	Erwinia_amylovora_UPN527	UPN527	74	74	100.00	0.00
GCF_000367665.1_ASM36766v2_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000367665.1_ASM36766v2_genomic.gbff	1255309	Erwinia_amylovora_Ea644	Ea644	70	70	94.59	0.00
GCF_000380665.1_ASM38066v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000380665.1_ASM38066v1_genomic.gbff	1150399	Leifsonia_sp_109	109	74	73	100.00	1.35
GCF_000376745.1_ASM37674v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_000376745.1_ASM37674v1_genomic.gbff	1131451	Xanthomonas_fragariae_LMG_25863	LMG 25863	74	74	100.00	0.00
